ano,organização,sigla,SG_nome,país
2000,United Nations High Commissioner for Refugees,UNHCR,"Ogata, Sadako",Japão
2001,United Nations High Commissioner for Refugees,UNHCR,"Lubbers, Rudolphus Franciscus Marie",Holanda
2002,United Nations High Commissioner for Refugees,UNHCR,"Lubbers, Rudolphus Franciscus Marie",Holanda
2003,United Nations High Commissioner for Refugees,UNHCR,"Lubbers, Rudolphus Franciscus Marie",Holanda
2004,United Nations High Commissioner for Refugees,UNHCR,"Lubbers, Rudolphus Franciscus Marie",Holanda
2005,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2006,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2007,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2008,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2009,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2010,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2011,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2012,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2013,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2014,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2015,United Nations High Commissioner for Refugees,UNHCR,"Guterres, António",Portugal
2016,United Nations High Commissioner for Refugees,UNHCR,"Grandi, Filippo",Itália
2017,United Nations High Commissioner for Refugees,UNHCR,"Grandi, Filippo",Itália
1975,United Nations Children’s Fund,UNICEF,"Labouisse, Jr., Henry Richardson",Estados Unidos
1976,United Nations Children’s Fund,UNICEF,"Labouisse, Jr., Henry Richardson",Estados Unidos
1977,United Nations Children’s Fund,UNICEF,"Labouisse, Jr., Henry Richardson",Estados Unidos
1978,United Nations Children’s Fund,UNICEF,"Labouisse, Jr., Henry Richardson",Estados Unidos
1979,United Nations Children’s Fund,UNICEF,"Labouisse, Jr., Henry Richardson",Estados Unidos
1980,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1981,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1982,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1983,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1984,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1985,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1986,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1987,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1988,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1989,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1990,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1991,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1992,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1993,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1994,United Nations Children’s Fund,UNICEF,"Grant, James Pineo",Estados Unidos
1995,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
1996,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
1997,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
1998,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
1999,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
2000,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
2001,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
2002,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
2003,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
2004,United Nations Children’s Fund,UNICEF,"Bellamy, Carol",Estados Unidos
2005,United Nations Children’s Fund,UNICEF,"Veneman, Ann Margaret",Estados Unidos
2006,United Nations Children’s Fund,UNICEF,"Veneman, Ann Margaret",Estados Unidos
2007,United Nations Children’s Fund,UNICEF,"Veneman, Ann Margaret",Estados Unidos
2008,United Nations Children’s Fund,UNICEF,"Veneman, Ann Margaret",Estados Unidos
2009,United Nations Children’s Fund,UNICEF,"Veneman, Ann Margaret",Estados Unidos
2010,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
2011,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
2012,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
2013,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
2014,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
2015,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
2016,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
2017,United Nations Children’s Fund,UNICEF,"Lake, Anthony",Estados Unidos
1975,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1976,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1977,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1978,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1979,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1980,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1981,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1982,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1983,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1984,United Nations Industrial Development Organization,UNIDO,"Khane, Abd-El Rahman",Argélia
1985,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1986,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1987,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1988,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1989,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1990,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1991,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1992,United Nations Industrial Development Organization,UNIDO,"Siazon, Jr., Domingo L.",Filipinas
1993,United Nations Industrial Development Organization,UNIDO,"De Maria y Campos, Mauricio",México
1994,United Nations Industrial Development Organization,UNIDO,"De Maria y Campos, Mauricio",México
1995,United Nations Industrial Development Organization,UNIDO,"De Maria y Campos, Mauricio",México
1996,United Nations Industrial Development Organization,UNIDO,"De Maria y Campos, Mauricio",México
1997,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
1998,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
1999,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
2000,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
2001,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
2002,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
2003,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
2004,United Nations Industrial Development Organization,UNIDO,"Magariños, Carlos Alfredo",Argentina
2005,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2006,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2007,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2008,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2009,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2010,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2011,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2012,United Nations Industrial Development Organization,UNIDO,"Yumkella, Kandeh K.",Serra Leoa
2013,United Nations Industrial Development Organization,UNIDO,Li Yong,China
2014,United Nations Industrial Development Organization,UNIDO,Li Yong,China
2015,United Nations Industrial Development Organization,UNIDO,Li Yong,China
2016,United Nations Industrial Development Organization,UNIDO,Li Yong,China
2017,United Nations Industrial Development Organization,UNIDO,Li Yong,China
2002,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2003,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2004,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2005,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2006,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2007,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2008,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2009,United Nations Office on Drugs and Crime,UNODC,"Costa, Antonio Maria",Itália
2010,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2011,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2012,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2013,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2014,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2015,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2016,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2017,United Nations Office on Drugs and Crime,UNODC,"Fedotov, Yuri Viktorovich",Rússia
2010,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Bachelet, Michelle",Chile
2011,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Bachelet, Michelle",Chile
2012,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Bachelet, Michelle",Chile
2013,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Mlambo-Ngcuka, Phumzile",África do Sul
2014,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Mlambo-Ngcuka, Phumzile",África do Sul
2015,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Mlambo-Ngcuka, Phumzile",África do Sul
2016,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Mlambo-Ngcuka, Phumzile",África do Sul
2017,United Nations Entity for Gender Equality and the Empowerment of Women,UNWOMEN,"Mlambo-Ngcuka, Phumzile",África do Sul
1975,World Tourism Organization,UNWTO,"Lonati, Robert",França
1976,World Tourism Organization,UNWTO,"Lonati, Robert",França
1977,World Tourism Organization,UNWTO,"Lonati, Robert",França
1978,World Tourism Organization,UNWTO,"Lonati, Robert",França
1979,World Tourism Organization,UNWTO,"Lonati, Robert",França
1980,World Tourism Organization,UNWTO,"Lonati, Robert",França
1981,World Tourism Organization,UNWTO,"Lonati, Robert",França
1982,World Tourism Organization,UNWTO,"Lonati, Robert",França
1983,World Tourism Organization,UNWTO,"Lonati, Robert",França
1984,World Tourism Organization,UNWTO,"Lonati, Robert",França
1985,World Tourism Organization,UNWTO,"Lonati, Robert",França
1986,World Tourism Organization,UNWTO,"Pahr, Willibald",Áustria
1987,World Tourism Organization,UNWTO,"Pahr, Willibald",Áustria
1988,World Tourism Organization,UNWTO,"Pahr, Willibald",Áustria
1989,World Tourism Organization,UNWTO,"Pahr, Willibald",Áustria
1990,World Tourism Organization,UNWTO,"Savignac, Antonio Enríquez",México
1991,World Tourism Organization,UNWTO,"Savignac, Antonio Enríquez",México
1992,World Tourism Organization,UNWTO,"Savignac, Antonio Enríquez",México
1993,World Tourism Organization,UNWTO,"Savignac, Antonio Enríquez",México
1994,World Tourism Organization,UNWTO,"Savignac, Antonio Enríquez",México
1995,World Tourism Organization,UNWTO,"Savignac, Antonio Enríquez",México
1996,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
1997,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
1998,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
1999,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2000,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2001,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2002,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2003,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2004,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2005,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2006,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2007,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2008,World Tourism Organization,UNWTO,"Frangialli, Francesco",França
2009,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2010,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2011,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2012,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2013,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2014,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2015,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2016,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
2017,World Tourism Organization,UNWTO," Rifai, Taleb",Jordânia
1975,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1976,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1977,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1978,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1979,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1980,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1981,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1982,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1983,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1984,Universal Postal Union,UPU,"Sobhi, Muhammad Ibrahim",Egito
1985,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1986,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1987,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1988,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1989,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1990,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1991,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1992,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1993,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1994,Universal Postal Union,UPU,"Botto de Barros, Adwaldo Cardoso",Brasil
1995,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
1996,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
1997,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
1998,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
1999,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
2000,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
2001,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
2002,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
2003,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
2004,Universal Postal Union,UPU,"Leavey, Thomas E.",Estados Unidos
2005,Universal Postal Union,UPU,"Dayan, Édouard",França
2006,Universal Postal Union,UPU,"Dayan, Édouard",França
2007,Universal Postal Union,UPU,"Dayan, Édouard",França
2008,Universal Postal Union,UPU,"Dayan, Édouard",França
2009,Universal Postal Union,UPU,"Dayan, Édouard",França
2010,Universal Postal Union,UPU,"Dayan, Édouard",França
2011,Universal Postal Union,UPU,"Dayan, Édouard",França
2012,Universal Postal Union,UPU,"Dayan, Édouard",França
2013,Universal Postal Union,UPU,"Hussein, Bishar Abdirahman",Quênia
2014,Universal Postal Union,UPU,"Hussein, Bishar Abdirahman",Quênia
2015,Universal Postal Union,UPU,"Hussein, Bishar Abdirahman",Quênia
2016,Universal Postal Union,UPU,"Hussein, Bishar Abdirahman",Quênia
2017,Universal Postal Union,UPU,"Hussein, Bishar Abdirahman",Quênia
1975,Customs Cooperation Council,WCO,"Annez de Taboada, Chevalier Georges",Bélgica
1976,Customs Cooperation Council,WCO,"Annez de Taboada, Chevalier Georges",Bélgica
1977,Customs Cooperation Council,WCO,"Annez de Taboada, Chevalier Georges",Bélgica
1978,Customs Cooperation Council,WCO,"Radford, Sir Ronald",Reino Unido
1979,Customs Cooperation Council,WCO,"Radford, Sir Ronald",Reino Unido
1980,Customs Cooperation Council,WCO,"Radford, Sir Ronald",Reino Unido
1981,Customs Cooperation Council,WCO,"Radford, Sir Ronald",Reino Unido
1982,Customs Cooperation Council,WCO,"Radford, Sir Ronald",Reino Unido
1983,Customs Cooperation Council,WCO,"Radford, Sir Ronald",Reino Unido
1984,Customs Cooperation Council,WCO,"Dickerson, Glenn R.",Estados Unidos
1985,Customs Cooperation Council,WCO,"Dickerson, Glenn R.",Estados Unidos
1986,Customs Cooperation Council,WCO,"Dickerson, Glenn R.",Estados Unidos
1987,Customs Cooperation Council,WCO,"Dickerson, Glenn R.",Estados Unidos
1988,Customs Cooperation Council,WCO,"Dickerson, Glenn R.",Estados Unidos
1989,Customs Cooperation Council,WCO,"Hayes, Thomas Plunkett",Austrália
1990,Customs Cooperation Council,WCO,"Hayes, Thomas Plunkett",Austrália
1991,Customs Cooperation Council,WCO,"Hayes, Thomas Plunkett",Austrália
1992,Customs Cooperation Council,WCO,"Hayes, Thomas Plunkett",Austrália
1993,Customs Cooperation Council,WCO,"Hayes, Thomas Plunkett",Austrália
1994,World Customs Organization,WCO,"Shaver, James W.",Estados Unidos
1995,World Customs Organization,WCO,"Shaver, James W.",Estados Unidos
1996,World Customs Organization,WCO,"Shaver, James W.",Estados Unidos
1997,World Customs Organization,WCO,"Shaver, James W.",Estados Unidos
1998,World Customs Organization,WCO,"Shaver, James W.",Estados Unidos
1999,World Customs Organization,WCO,"Danet, Michel",França
2000,World Customs Organization,WCO,"Danet, Michel",França
2001,World Customs Organization,WCO,"Danet, Michel",França
2002,World Customs Organization,WCO,"Danet, Michel",França
2003,World Customs Organization,WCO,"Danet, Michel",França
2004,World Customs Organization,WCO,"Danet, Michel",França
2005,World Customs Organization,WCO,"Danet, Michel",França
2006,World Customs Organization,WCO,"Danet, Michel",França
2007,World Customs Organization,WCO,"Danet, Michel",França
2008,World Customs Organization,WCO,"Danet, Michel",França
2009,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2010,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2011,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2012,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2013,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2014,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2015,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2016,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
2017,World Customs Organization,WCO,"Mikuriya, Kunio",Japão
1975,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1976,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1977,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1978,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1979,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1980,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1981,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1982,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1983,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1984,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1985,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1986,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1987,World Health Organization,WHO,"Mahler, Halfdan Theodor",Dinamarca
1988,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1989,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1990,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1991,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1992,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1993,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1994,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1995,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1996,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1997,World Health Organization,WHO,"Nakajima, Hiroshi",Japão
1998,World Health Organization,WHO,"Brundtland, Gro",Noruega
1999,World Health Organization,WHO,"Brundtland, Gro",Noruega
2000,World Health Organization,WHO,"Brundtland, Gro",Noruega
2001,World Health Organization,WHO,"Brundtland, Gro",Noruega
2002,World Health Organization,WHO,"Brundtland, Gro",Noruega
2003,World Health Organization,WHO,Lee Jong-wook,Coréia do Sul
2004,World Health Organization,WHO,Lee Jong-wook,Coréia do Sul
2005,World Health Organization,WHO,Lee Jong-wook,Coréia do Sul
2006,World Health Organization,WHO,Lee Jong-wook,Coréia do Sul
2007,World Health Organization,WHO,"Chan, Margaret",China
2008,World Health Organization,WHO,"Chan, Margaret",China
2009,World Health Organization,WHO,"Chan, Margaret",China
2010,World Health Organization,WHO,"Chan, Margaret",China
2011,World Health Organization,WHO,"Chan, Margaret",China
2012,World Health Organization,WHO,"Chan, Margaret",China
2013,World Health Organization,WHO,"Chan, Margaret",China
2014,World Health Organization,WHO,"Chan, Margaret",China
2015,World Health Organization,WHO,"Chan, Margaret",China
2016,World Health Organization,WHO,"Chan, Margaret",China
2017,World Health Organization,WHO,"Ghebreyesus,Tedros Adhanom",Etiópia
1975,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1976,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1977,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1978,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1979,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1980,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1981,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1982,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1983,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1984,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1985,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1986,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1987,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1988,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1989,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1990,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1991,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1992,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1993,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1994,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1995,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1996,World Intellectual Property Organization,WIPO,"Bogsch, Árpád",Estados Unidos
1997,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
1998,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
1999,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2000,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2001,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2002,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2003,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2004,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2005,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2006,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2007,World Intellectual Property Organization,WIPO,"Idris, Kamil Eltayed",Sudão
2008,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2009,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2010,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2011,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2012,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2013,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2014,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2015,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2016,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
2017,World Intellectual Property Organization,WIPO,"Gurry, Francis",Austrália
1975,World Meteorological Organization,WMO,"Davies, Sir David Arthur",Reino Unido
1976,World Meteorological Organization,WMO,"Davies, Sir David Arthur",Reino Unido
1977,World Meteorological Organization,WMO,"Davies, Sir David Arthur",Reino Unido
1978,World Meteorological Organization,WMO,"Davies, Sir David Arthur",Reino Unido
1979,World Meteorological Organization,WMO,"Davies, Sir David Arthur",Reino Unido
1980,World Meteorological Organization,WMO,"Wiin-Nielsen, Aksel Christopher",Dinamarca
1981,World Meteorological Organization,WMO,"Wiin-Nielsen, Aksel Christopher",Dinamarca
1982,World Meteorological Organization,WMO,"Wiin-Nielsen, Aksel Christopher",Dinamarca
1983,World Meteorological Organization,WMO,"Wiin-Nielsen, Aksel Christopher",Dinamarca
1984,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1985,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1986,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1987,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1988,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1989,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1990,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1991,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1992,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1993,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1994,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1995,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
1996,World Meteorological Organization,WMO,"Obasi, Godwin Olu Patrick",Nigéria
